location,date,temperature,humidity,rain,wind_speed_mps,solar_radiation
"Andhra Pradesh, West Godavari",1975,22,70,800,2.5,20
"Andhra Pradesh, West Godavari",1975,20,60,600,1.5,16
"Andhra Pradesh, West Godavari",1976,25,80,1200,2.0,18
"Andhra Pradesh, West Godavari",1976,22,70,800,2.5,20
"Andhra Pradesh, West Godavari",1976,20,60,600,1.5,16
"Andhra Pradesh, West Godavari",1977,25,80,1200,2.0,18
"Andhra Pradesh, West Godavari",1977,22,70,800,2.5,20
"Andhra Pradesh, West Godavari",1978,25,80,1200,2.0,18
"Andhra Pradesh, West Godavari",1978,22,70,800,2.5,20
"Andhra Pradesh, West Godavari",1979,25,80,1200,2.0,18
"Andhra Pradesh, West Godavari",1979,22,70,800,2.5,20
"Andhra Pradesh, West Godavari",1980,25,80,1200,2.0,18
"Andhra Pradesh, West Godavari",1980,22,70,800,2.5,20
"Andhra Pradesh, West Godavari",1981,25,80,1200,2.0,18
"Andhra Pradesh, West Godavari",1981,22,70,800,2.5,20
"Andhra Pradesh, West Godavari",1982,25,80,1200,2.0,18
"Andhra Pradesh, West Godavari",1982,22,70,800,2.5,20
"Andhra Pradesh, West Godavari",1983,25,80,1200,2.0,18
"Andhra Pradesh, West Godavari",1983,22,70,800,2.5,20
"Andhra Pradesh, West Godavari",1984,25,80,1200,2.0,18
"Andhra Pradesh, West Godavari",1984,22,70,800,2.5,20
"Andhra Pradesh, West Godavari",1984,28,65,700,3.0,22
"Andhra Pradesh, West Godavari",1985,25,80,1200,2.0,18
"Andhra Pradesh, West Godavari",1985,22,70,800,2.5,20
"Andhra Pradesh, West Godavari",1985,28,65,700,3.0,22
"Andhra Pradesh, West Godavari",1986,25,80,1200,2.0,18
"Andhra Pradesh, West Godavari",1986,22,70,800,2.5,20
"Andhra Pradesh, West Godavari",1986,28,65,700,3.0,22
"Andhra Pradesh, West Godavari",1987,25,80,1200,2.0,18
"Andhra Pradesh, West Godavari",1987,22,70,800,2.5,20
"Andhra Pradesh, West Godavari",1987,28,65,700,3.0,22
"Andhra Pradesh, West Godavari",1988,25,80,1200,2.0,18
"Andhra Pradesh, West Godavari",1988,22,70,800,2.5,20
"Andhra Pradesh, West Godavari",1988,28,65,700,3.0,22
"Andhra Pradesh, West Godavari",1989,25,80,1200,2.0,18
"Andhra Pradesh, West Godavari",1989,22,70,800,2.5,20
"Andhra Pradesh, West Godavari",1989,28,65,700,3.0,22
"Andhra Pradesh, West Godavari",1990,25,80,1200,2.0,18
"Andhra Pradesh, West Godavari",1990,22,70,800,2.5,20
"Andhra Pradesh, West Godavari",1990,28,65,700,3.0,22
"Andhra Pradesh, West Godavari",1991,25,80,1200,2.0,18
"Andhra Pradesh, West Godavari",1991,22,70,800,2.5,20
"Andhra Pradesh, West Godavari",1991,28,65,700,3.0,22
"Andhra Pradesh, West Godavari",1992,25,80,1200,2.0,18
"Andhra Pradesh, West Godavari",1992,22,70,800,2.5,20
"Andhra Pradesh, West Godavari",1992,28,65,700,3.0,22
"Andhra Pradesh, West Godavari",1993,25,80,1200,2.0,18
"Andhra Pradesh, West Godavari",1993,22,70,800,2.5,20
"Andhra Pradesh, West Godavari",1993,28,65,700,3.0,22
"Andhra Pradesh, West Godavari",1994,25,80,1200,2.0,18
"Andhra Pradesh, West Godavari",1994,22,70,800,2.5,20
"Andhra Pradesh, West Godavari",1994,28,65,700,3.0,22
"Andhra Pradesh, West Godavari",1995,25,80,1200,2.0,18
"Andhra Pradesh, West Godavari",1995,22,70,800,2.5,20
"Andhra Pradesh, West Godavari",1995,28,65,700,3.0,22
"Andhra Pradesh, West Godavari",1996,25,80,1200,2.0,18
"Andhra Pradesh, West Godavari",1996,22,70,800,2.5,20
"Andhra Pradesh, West Godavari",1996,28,65,700,3.0,22
"Andhra Pradesh, West Godavari",1997,25,80,1200,2.0,18
"Andhra Pradesh, West Godavari",1997,22,70,800,2.5,20
"Andhra Pradesh, West Godavari",1997,28,65,700,3.0,22
"Andhra Pradesh, West Godavari",1998,25,80,1200,2.0,18
"Andhra Pradesh, West Godavari",1998,22,70,800,2.5,20
"Andhra Pradesh, West Godavari",1998,28,65,700,3.0,22
"Andhra Pradesh, West Godavari",1999,25,80,1200,2.0,18
"Andhra Pradesh, West Godavari",1999,22,70,800,2.5,20
"Andhra Pradesh, West Godavari",1999,20,60,600,1.5,16
"Andhra Pradesh, West Godavari",1999,28,65,700,3.0,22
"Andhra Pradesh, West Godavari",2000,25,80,1200,2.0,18
"Andhra Pradesh, West Godavari",2000,22,70,800,2.5,20
"Andhra Pradesh, West Godavari",2000,20,60,600,1.5,16
"Andhra Pradesh, West Godavari",2000,28,65,700,3.0,22
"Andhra Pradesh, West Godavari",2001,25,80,1200,2.0,18
"Andhra Pradesh, West Godavari",2001,22,70,800,2.5,20
"Andhra Pradesh, West Godavari",2001,20,60,600,1.5,16
"Andhra Pradesh, West Godavari",2001,28,65,700,3.0,22
"Andhra Pradesh, West Godavari",2002,25,80,1200,2.0,18
"Andhra Pradesh, West Godavari",2002,22,70,800,2.5,20
"Andhra Pradesh, West Godavari",2002,28,65,700,3.0,22
"Andhra Pradesh, West Godavari",2003,25,80,1200,2.0,18
"Andhra Pradesh, West Godavari",2003,22,70,800,2.5,20
"Andhra Pradesh, West Godavari",2003,28,65,700,3.0,22
"Andhra Pradesh, West Godavari",2004,25,80,1200,2.0,18
"Andhra Pradesh, West Godavari",2004,22,70,800,2.5,20
"Andhra Pradesh, West Godavari",2004,28,65,700,3.0,22
"Andhra Pradesh, West Godavari",2005,25,80,1200,2.0,18
"Andhra Pradesh, West Godavari",2005,22,70,800,2.5,20
"Andhra Pradesh, West Godavari",2005,28,65,700,3.0,22
"Andhra Pradesh, West Godavari",2006,25,80,1200,2.0,18
"Andhra Pradesh, West Godavari",2006,22,70,800,2.5,20
"Andhra Pradesh, West Godavari",2006,28,65,700,3.0,22
"Andhra Pradesh, West Godavari",2007,25,80,1200,2.0,18
"Andhra Pradesh, West Godavari",2007,22,70,800,2.5,20
"Andhra Pradesh, West Godavari",2007,28,65,700,3.0,22
"Andhra Pradesh, West Godavari",2008,25,80,1200,2.0,18
"Andhra Pradesh, West Godavari",2008,22,70,800,2.5,20
"Andhra Pradesh, West Godavari",2008,28,65,700,3.0,22
"Andhra Pradesh, West Godavari",2009,25,80,1200,2.0,18
"Andhra Pradesh, West Godavari",2009,22,70,800,2.5,20
"Andhra Pradesh, West Godavari",2009,20,60,600,1.5,16
"Andhra Pradesh, West Godavari",2009,28,65,700,3.0,22
"Andhra Pradesh, West Godavari",2010,25,80,1200,2.0,18
"Andhra Pradesh, West Godavari",2010,22,70,800,2.5,20
"Andhra Pradesh, West Godavari",2010,28,65,700,3.0,22
"Andhra Pradesh, West Godavari",2011,25,80,1200,2.0,18
"Andhra Pradesh, West Godavari",2011,22,70,800,2.5,20
"Andhra Pradesh, West Godavari",2011,28,65,700,3.0,22
"Andhra Pradesh, West Godavari",2012,25,80,1200,2.0,18
"Andhra Pradesh, West Godavari",2012,22,70,800,2.5,20
"Andhra Pradesh, West Godavari",2012,28,65,700,3.0,22
"Andhra Pradesh, West Godavari",2013,25,80,1200,2.0,18
"Andhra Pradesh, West Godavari",2013,22,70,800,2.5,20
"Andhra Pradesh, West Godavari",2013,28,65,700,3.0,22
"Andhra Pradesh, West Godavari",2014,25,80,1200,2.0,18
"Andhra Pradesh, West Godavari",2014,22,70,800,2.5,20
"Andhra Pradesh, West Godavari",2014,20,60,600,1.5,16
"Andhra Pradesh, West Godavari",2014,28,65,700,3.0,22
"Andhra Pradesh, West Godavari",2015,25,80,1200,2.0,18
"Andhra Pradesh, West Godavari",2015,22,70,800,2.5,20
"Andhra Pradesh, West Godavari",2015,20,60,600,1.5,16
"Andhra Pradesh, West Godavari",2015,28,65,700,3.0,22
"Andhra Pradesh, West Godavari",2016,25,80,1200,2.0,18
"Andhra Pradesh, West Godavari",2016,22,70,800,2.5,20
"Andhra Pradesh, West Godavari",2016,28,65,700,3.0,22
"Andhra Pradesh, West Godavari",2017,25,80,1200,2.0,18
"Andhra Pradesh, West Godavari",2017,22,70,800,2.5,20
"Andhra Pradesh, West Godavari",2017,20,60,600,1.5,16
"Andhra Pradesh, West Godavari",2017,28,65,700,3.0,22
"Andhra Pradesh, Krishna",1966,25,80,1200,2.0,18
"Andhra Pradesh, Krishna",1966,22,70,800,2.5,20
"Andhra Pradesh, Krishna",1966,20,60,600,1.5,16
"Andhra Pradesh, Krishna",1966,28,65,700,3.0,22
"Andhra Pradesh, Krishna",1967,25,80,1200,2.0,18
"Andhra Pradesh, Krishna",1967,22,70,800,2.5,20
"Andhra Pradesh, Krishna",1967,20,60,600,1.5,16
"Andhra Pradesh, Krishna",1967,28,65,700,3.0,22
"Andhra Pradesh, Krishna",1968,25,80,1200,2.0,18
"Andhra Pradesh, Krishna",1968,22,70,800,2.5,20
"Andhra Pradesh, Krishna",1968,20,60,600,1.5,16
"Andhra Pradesh, Krishna",1968,28,65,700,3.0,22
"Andhra Pradesh, Krishna",1969,25,80,1200,2.0,18
"Andhra Pradesh, Krishna",1969,22,70,800,2.5,20
"Andhra Pradesh, Krishna",1969,20,60,600,1.5,16
"Andhra Pradesh, Krishna",1969,28,65,700,3.0,22
"Andhra Pradesh, Krishna",1970,25,80,1200,2.0,18
"Andhra Pradesh, Krishna",1970,22,70,800,2.5,20
"Andhra Pradesh, Krishna",1970,20,60,600,1.5,16
"Andhra Pradesh, Krishna",1970,28,65,700,3.0,22
"Andhra Pradesh, Krishna",1971,25,80,1200,2.0,18
"Andhra Pradesh, Krishna",1971,22,70,800,2.5,20
"Andhra Pradesh, Krishna",1971,20,60,600,1.5,16
"Andhra Pradesh, Krishna",1971,28,65,700,3.0,22
"Andhra Pradesh, Krishna",1972,25,80,1200,2.0,18
"Andhra Pradesh, Krishna",1972,22,70,800,2.5,20
"Andhra Pradesh, Krishna",1972,20,60,600,1.5,16
"Andhra Pradesh, Krishna",1972,28,65,700,3.0,22
"Andhra Pradesh, Krishna",1973,25,80,1200,2.0,18
"Andhra Pradesh, Krishna",1973,22,70,800,2.5,20
"Andhra Pradesh, Krishna",1973,20,60,600,1.5,16
"Andhra Pradesh, Krishna",1973,28,65,700,3.0,22
"Andhra Pradesh, Krishna",1974,25,80,1200,2.0,18
"Andhra Pradesh, Krishna",1974,22,70,800,2.5,20
"Andhra Pradesh, Krishna",1974,20,60,600,1.5,16
"Andhra Pradesh, Krishna",1974,28,65,700,3.0,22
"Andhra Pradesh, Krishna",1975,25,80,1200,2.0,18
"Andhra Pradesh, Krishna",1975,22,70,800,2.5,20
"Andhra Pradesh, Krishna",1975,20,60,600,1.5,16
"Andhra Pradesh, Krishna",1975,28,65,700,3.0,22
"Andhra Pradesh, Krishna",1976,25,80,1200,2.0,18
"Andhra Pradesh, Krishna",1976,22,70,800,2.5,20
"Andhra Pradesh, Krishna",1976,20,60,600,1.5,16
"Andhra Pradesh, Krishna",1976,28,65,700,3.0,22
"Andhra Pradesh, Krishna",1977,25,80,1200,2.0,18
"Andhra Pradesh, Krishna",1977,22,70,800,2.5,20
"Andhra Pradesh, Krishna",1977,20,60,600,1.5,16
"Andhra Pradesh, Krishna",1977,28,65,700,3.0,22
"Andhra Pradesh, Krishna",1978,25,80,1200,2.0,18
"Andhra Pradesh, Krishna",1978,22,70,800,2.5,20
"Andhra Pradesh, Krishna",1978,20,60,600,1.5,16
"Andhra Pradesh, Krishna",1978,28,65,700,3.0,22
"Andhra Pradesh, Krishna",1979,25,80,1200,2.0,18
"Andhra Pradesh, Krishna",1979,22,70,800,2.5,20
"Andhra Pradesh, Krishna",1979,20,60,600,1.5,16
"Andhra Pradesh, Krishna",1979,28,65,700,3.0,22
"Andhra Pradesh, Krishna",1980,25,80,1200,2.0,18
"Andhra Pradesh, Krishna",1980,22,70,800,2.5,20
"Andhra Pradesh, Krishna",1980,20,60,600,1.5,16
"Andhra Pradesh, Krishna",1980,28,65,700,3.0,22
"Andhra Pradesh, Krishna",1981,25,80,1200,2.0,18
"Andhra Pradesh, Krishna",1981,22,70,800,2.5,20
"Andhra Pradesh, Krishna",1981,20,60,600,1.5,16
"Andhra Pradesh, Krishna",1981,28,65,700,3.0,22
"Andhra Pradesh, Krishna",1982,25,80,1200,2.0,18
"Andhra Pradesh, Krishna",1982,22,70,800,2.5,20
"Andhra Pradesh, Krishna",1982,20,60,600,1.5,16
"Andhra Pradesh, Krishna",1982,28,65,700,3.0,22
"Andhra Pradesh, Krishna",1983,25,80,1200,2.0,18
"Andhra Pradesh, Krishna",1983,22,70,800,2.5,20
"Andhra Pradesh, Krishna",1983,20,60,600,1.5,16
"Andhra Pradesh, Krishna",1983,28,65,700,3.0,22
"Andhra Pradesh, Krishna",1984,25,80,1200,2.0,18
"Andhra Pradesh, Krishna",1984,22,70,800,2.5,20
"Andhra Pradesh, Krishna",1984,28,65,700,3.0,22
"Andhra Pradesh, Krishna",1985,25,80,1200,2.0,18
"Andhra Pradesh, Krishna",1985,22,70,800,2.5,20
"Andhra Pradesh, Krishna",1985,20,60,600,1.5,16
"Andhra Pradesh, Krishna",1985,28,65,700,3.0,22
"Andhra Pradesh, Krishna",1986,25,80,1200,2.0,18
"Andhra Pradesh, Krishna",1986,22,70,800,2.5,20
"Andhra Pradesh, Krishna",1986,28,65,700,3.0,22
"Andhra Pradesh, Krishna",1987,25,80,1200,2.0,18
"Andhra Pradesh, Krishna",1987,22,70,800,2.5,20
"Andhra Pradesh, Krishna",1987,28,65,700,3.0,22
"Andhra Pradesh, Krishna",1988,25,80,1200,2.0,18
"Andhra Pradesh, Krishna",1988,22,70,800,2.5,20
"Andhra Pradesh, Krishna",1988,20,60,600,1.5,16
"Andhra Pradesh, Krishna",1988,28,65,700,3.0,22
"Andhra Pradesh, Krishna",1989,25,80,1200,2.0,18
"Andhra Pradesh, Krishna",1989,22,70,800,2.5,20
"Andhra Pradesh, Krishna",1989,28,65,700,3.0,22
"Andhra Pradesh, Krishna",1990,25,80,1200,2.0,18
"Andhra Pradesh, Krishna",1990,22,70,800,2.5,20
"Andhra Pradesh, Krishna",1990,20,60,600,1.5,16
"Andhra Pradesh, Krishna",1990,28,65,700,3.0,22
"Andhra Pradesh, Krishna",1991,25,80,1200,2.0,18
"Andhra Pradesh, Krishna",1991,22,70,800,2.5,20
"Andhra Pradesh, Krishna",1991,20,60,600,1.5,16
"Andhra Pradesh, Krishna",1991,28,65,700,3.0,22
"Andhra Pradesh, Krishna",1992,25,80,1200,2.0,18
"Andhra Pradesh, Krishna",1992,22,70,800,2.5,20
"Andhra Pradesh, Krishna",1992,20,60,600,1.5,16
"Andhra Pradesh, Krishna",1992,28,65,700,3.0,22
"Andhra Pradesh, Krishna",1993,25,80,1200,2.0,18
"Andhra Pradesh, Krishna",1993,22,70,800,2.5,20
"Andhra Pradesh, Krishna",1993,28,65,700,3.0,22
"Andhra Pradesh, Krishna",1994,25,80,1200,2.0,18
"Andhra Pradesh, Krishna",1994,22,70,800,2.5,20
"Andhra Pradesh, Krishna",1994,28,65,700,3.0,22
"Andhra Pradesh, Krishna",1995,25,80,1200,2.0,18
"Andhra Pradesh, Krishna",1995,22,70,800,2.5,20
"Andhra Pradesh, Krishna",1995,28,65,700,3.0,22
"Andhra Pradesh, Krishna",1996,25,80,1200,2.0,18
"Andhra Pradesh, Krishna",1996,22,70,800,2.5,20
"Andhra Pradesh, Krishna",1996,28,65,700,3.0,22
"Andhra Pradesh, Krishna",1997,25,80,1200,2.0,18
"Andhra Pradesh, Krishna",1997,22,70,800,2.5,20
"Andhra Pradesh, Krishna",1997,28,65,700,3.0,22
"Andhra Pradesh, Krishna",1998,25,80,1200,2.0,18
"Andhra Pradesh, Krishna",1998,22,70,800,2.5,20
"Andhra Pradesh, Krishna",1998,28,65,700,3.0,22
"Andhra Pradesh, Krishna",1999,25,80,1200,2.0,18
"Andhra Pradesh, Krishna",1999,22,70,800,2.5,20
"Andhra Pradesh, Krishna",1999,20,60,600,1.5,16
"Andhra Pradesh, Krishna",1999,28,65,700,3.0,22
"Andhra Pradesh, Krishna",2000,25,80,1200,2.0,18
"Andhra Pradesh, Krishna",2000,22,70,800,2.5,20
"Andhra Pradesh, Krishna",2000,28,65,700,3.0,22
"Andhra Pradesh, Krishna",2001,25,80,1200,2.0,18
"Andhra Pradesh, Krishna",2001,22,70,800,2.5,20
"Andhra Pradesh, Krishna",2001,20,60,600,1.5,16
"Andhra Pradesh, Krishna",2001,28,65,700,3.0,22
"Andhra Pradesh, Krishna",2002,25,80,1200,2.0,18
"Andhra Pradesh, Krishna",2002,22,70,800,2.5,20
"Andhra Pradesh, Krishna",2002,28,65,700,3.0,22
"Andhra Pradesh, Krishna",2003,25,80,1200,2.0,18
"Andhra Pradesh, Krishna",2003,22,70,800,2.5,20
"Andhra Pradesh, Krishna",2003,20,60,600,1.5,16
"Andhra Pradesh, Krishna",2003,28,65,700,3.0,22
"Andhra Pradesh, Krishna",2004,25,80,1200,2.0,18
"Andhra Pradesh, Krishna",2004,22,70,800,2.5,20
"Andhra Pradesh, Krishna",2004,20,60,600,1.5,16
"Andhra Pradesh, Krishna",2004,28,65,700,3.0,22
"Andhra Pradesh, Krishna",2005,25,80,1200,2.0,18
"Andhra Pradesh, Krishna",2005,22,70,800,2.5,20
"Andhra Pradesh, Krishna",2005,20,60,600,1.5,16
"Andhra Pradesh, Krishna",2005,28,65,700,3.0,22
"Andhra Pradesh, Krishna",2006,25,80,1200,2.0,18
"Andhra Pradesh, Krishna",2006,22,70,800,2.5,20
"Andhra Pradesh, Krishna",2006,20,60,600,1.5,16
"Andhra Pradesh, Krishna",2006,28,65,700,3.0,22
"Andhra Pradesh, Krishna",2007,25,80,1200,2.0,18
"Andhra Pradesh, Krishna",2007,22,70,800,2.5,20
"Andhra Pradesh, Krishna",2007,20,60,600,1.5,16
"Andhra Pradesh, Krishna",2007,28,65,700,3.0,22
"Andhra Pradesh, Krishna",2008,25,80,1200,2.0,18
"Andhra Pradesh, Krishna",2008,22,70,800,2.5,20
"Andhra Pradesh, Krishna",2008,20,60,600,1.5,16
"Andhra Pradesh, Krishna",2008,28,65,700,3.0,22
"Andhra Pradesh, Krishna",2009,25,80,1200,2.0,18
"Andhra Pradesh, Krishna",2009,22,70,800,2.5,20
"Andhra Pradesh, Krishna",2009,20,60,600,1.5,16
"Andhra Pradesh, Krishna",2009,28,65,700,3.0,22
"Andhra Pradesh, Krishna",2010,25,80,1200,2.0,18
"Andhra Pradesh, Krishna",2010,22,70,800,2.5,20
"Andhra Pradesh, Krishna",2010,20,60,600,1.5,16
"Andhra Pradesh, Krishna",2010,28,65,700,3.0,22
"Andhra Pradesh, Krishna",2011,25,80,1200,2.0,18
"Andhra Pradesh, Krishna",2011,22,70,800,2.5,20
"Andhra Pradesh, Krishna",2011,20,60,600,1.5,16
"Andhra Pradesh, Krishna",2011,28,65,700,3.0,22
"Andhra Pradesh, Krishna",2012,25,80,1200,2.0,18
"Andhra Pradesh, Krishna",2012,22,70,800,2.5,20
"Andhra Pradesh, Krishna",2012,20,60,600,1.5,16
"Andhra Pradesh, Krishna",2012,28,65,700,3.0,22
"Andhra Pradesh, Krishna",2013,25,80,1200,2.0,18
"Andhra Pradesh, Krishna",2013,22,70,800,2.5,20
"Andhra Pradesh, Krishna",2013,20,60,600,1.5,16
"Andhra Pradesh, Krishna",2013,28,65,700,3.0,22
"Andhra Pradesh, Krishna",2014,25,80,1200,2.0,18
"Andhra Pradesh, Krishna",2014,22,70,800,2.5,20
"Andhra Pradesh, Krishna",2014,20,60,600,1.5,16
"Andhra Pradesh, Krishna",2014,28,65,700,3.0,22
"Andhra Pradesh, Krishna",2015,25,80,1200,2.0,18
"Andhra Pradesh, Krishna",2015,22,70,800,2.5,20
"Andhra Pradesh, Krishna",2015,20,60,600,1.5,16
"Andhra Pradesh, Krishna",2015,28,65,700,3.0,22
"Andhra Pradesh, Krishna",2016,25,80,1200,2.0,18
"Andhra Pradesh, Krishna",2016,22,70,800,2.5,20
"Andhra Pradesh, Krishna",2016,20,60,600,1.5,16
"Andhra Pradesh, Krishna",2016,28,65,700,3.0,22
"Andhra Pradesh, Krishna",2017,25,80,1200,2.0,18
"Andhra Pradesh, Krishna",2017,22,70,800,2.5,20
"Andhra Pradesh, Krishna",2017,20,60,600,1.5,16
"Andhra Pradesh, Krishna",2017,28,65,700,3.0,22
"Andhra Pradesh, Guntur",1966,25,80,1200,2.0,18
"Andhra Pradesh, Guntur",1966,22,70,800,2.5,20
"Andhra Pradesh, Guntur",1966,20,60,600,1.5,16
"Andhra Pradesh, Guntur",1966,28,65,700,3.0,22
"Andhra Pradesh, Guntur",1967,25,80,1200,2.0,18
"Andhra Pradesh, Guntur",1967,22,70,800,2.5,20
"Andhra Pradesh, Guntur",1967,20,60,600,1.5,16
"Andhra Pradesh, Guntur",1967,28,65,700,3.0,22
"Andhra Pradesh, Guntur",1968,25,80,1200,2.0,18
"Andhra Pradesh, Guntur",1968,22,70,800,2.5,20
"Andhra Pradesh, Guntur",1968,20,60,600,1.5,16
"Andhra Pradesh, Guntur",1968,28,65,700,3.0,22
"Andhra Pradesh, Guntur",1969,25,80,1200,2.0,18
"Andhra Pradesh, Guntur",1969,22,70,800,2.5,20
"Andhra Pradesh, Guntur",1969,20,60,600,1.5,16
"Andhra Pradesh, Guntur",1969,28,65,700,3.0,22
"Andhra Pradesh, Guntur",1970,25,80,1200,2.0,18
"Andhra Pradesh, Guntur",1970,22,70,800,2.5,20
"Andhra Pradesh, Guntur",1970,20,60,600,1.5,16
"Andhra Pradesh, Guntur",1970,28,65,700,3.0,22
"Andhra Pradesh, Guntur",1971,25,80,1200,2.0,18
"Andhra Pradesh, Guntur",1971,22,70,800,2.5,20
"Andhra Pradesh, Guntur",1971,20,60,600,1.5,16
"Andhra Pradesh, Guntur",1971,28,65,700,3.0,22
"Andhra Pradesh, Guntur",1972,25,80,1200,2.0,18
"Andhra Pradesh, Guntur",1972,22,70,800,2.5,20
"Andhra Pradesh, Guntur",1972,20,60,600,1.5,16
"Andhra Pradesh, Guntur",1972,28,65,700,3.0,22
"Andhra Pradesh, Guntur",1973,25,80,1200,2.0,18
"Andhra Pradesh, Guntur",1973,22,70,800,2.5,20
"Andhra Pradesh, Guntur",1973,20,60,600,1.5,16
"Andhra Pradesh, Guntur",1973,28,65,700,3.0,22
"Andhra Pradesh, Guntur",1974,25,80,1200,2.0,18
"Andhra Pradesh, Guntur",1974,22,70,800,2.5,20
"Andhra Pradesh, Guntur",1974,20,60,600,1.5,16
"Andhra Pradesh, Guntur",1974,28,65,700,3.0,22
"Andhra Pradesh, Guntur",1975,25,80,1200,2.0,18
"Andhra Pradesh, Guntur",1975,22,70,800,2.5,20
"Andhra Pradesh, Guntur",1975,20,60,600,1.5,16
"Andhra Pradesh, Guntur",1975,28,65,700,3.0,22
"Andhra Pradesh, Guntur",1976,25,80,1200,2.0,18
"Andhra Pradesh, Guntur",1976,22,70,800,2.5,20
"Andhra Pradesh, Guntur",1976,20,60,600,1.5,16
"Andhra Pradesh, Guntur",1976,28,65,700,3.0,22
"Andhra Pradesh, Guntur",1977,25,80,1200,2.0,18
"Andhra Pradesh, Guntur",1977,22,70,800,2.5,20
"Andhra Pradesh, Guntur",1977,20,60,600,1.5,16
"Andhra Pradesh, Guntur",1977,28,65,700,3.0,22
"Andhra Pradesh, Guntur",1978,25,80,1200,2.0,18
"Andhra Pradesh, Guntur",1978,22,70,800,2.5,20
"Andhra Pradesh, Guntur",1978,20,60,600,1.5,16
"Andhra Pradesh, Guntur",1978,28,65,700,3.0,22
"Andhra Pradesh, Guntur",1979,25,80,1200,2.0,18
"Andhra Pradesh, Guntur",1979,22,70,800,2.5,20
"Andhra Pradesh, Guntur",1979,20,60,600,1.5,16
"Andhra Pradesh, Guntur",1979,28,65,700,3.0,22
"Andhra Pradesh, Guntur",1980,25,80,1200,2.0,18
"Andhra Pradesh, Guntur",1980,22,70,800,2.5,20
"Andhra Pradesh, Guntur",1980,20,60,600,1.5,16
"Andhra Pradesh, Guntur",1980,28,65,700,3.0,22
"Andhra Pradesh, Guntur",1981,25,80,1200,2.0,18
"Andhra Pradesh, Guntur",1981,22,70,800,2.5,20
"Andhra Pradesh, Guntur",1981,20,60,600,1.5,16
"Andhra Pradesh, Guntur",1981,28,65,700,3.0,22
"Andhra Pradesh, Guntur",1982,25,80,1200,2.0,18
"Andhra Pradesh, Guntur",1982,22,70,800,2.5,20
"Andhra Pradesh, Guntur",1982,20,60,600,1.5,16
"Andhra Pradesh, Guntur",1982,28,65,700,3.0,22
"Andhra Pradesh, Guntur",1983,25,80,1200,2.0,18
"Andhra Pradesh, Guntur",1983,22,70,800,2.5,20
"Andhra Pradesh, Guntur",1983,20,60,600,1.5,16
"Andhra Pradesh, Guntur",1983,28,65,700,3.0,22
"Andhra Pradesh, Guntur",1984,25,80,1200,2.0,18
"Andhra Pradesh, Guntur",1984,22,70,800,2.5,20
"Andhra Pradesh, Guntur",1984,20,60,600,1.5,16
"Andhra Pradesh, Guntur",1984,28,65,700,3.0,22
"Andhra Pradesh, Guntur",1985,25,80,1200,2.0,18
"Andhra Pradesh, Guntur",1985,22,70,800,2.5,20
"Andhra Pradesh, Guntur",1985,20,60,600,1.5,16
"Andhra Pradesh, Guntur",1985,28,65,700,3.0,22
"Andhra Pradesh, Guntur",1986,25,80,1200,2.0,18
"Andhra Pradesh, Guntur",1986,22,70,800,2.5,20
"Andhra Pradesh, Guntur",1986,20,60,600,1.5,16
"Andhra Pradesh, Guntur",1986,28,65,700,3.0,22
"Andhra Pradesh, Guntur",1987,25,80,1200,2.0,18
"Andhra Pradesh, Guntur",1987,22,70,800,2.5,20
"Andhra Pradesh, Guntur",1987,20,60,600,1.5,16
"Andhra Pradesh, Guntur",1987,28,65,700,3.0,22
"Andhra Pradesh, Guntur",1988,25,80,1200,2.0,18
"Andhra Pradesh, Guntur",1988,22,70,800,2.5,20
"Andhra Pradesh, Guntur",1988,20,60,600,1.5,16
"Andhra Pradesh, Guntur",1988,28,65,700,3.0,22
"Andhra Pradesh, Guntur",1989,25,80,1200,2.0,18
"Andhra Pradesh, Guntur",1989,22,70,800,2.5,20
"Andhra Pradesh, Guntur",1989,20,60,600,1.5,16
"Andhra Pradesh, Guntur",1989,28,65,700,3.0,22
"Andhra Pradesh, Guntur",1990,25,80,1200,2.0,18
"Andhra Pradesh, Guntur",1990,22,70,800,2.5,20
"Andhra Pradesh, Guntur",1990,20,60,600,1.5,16
"Andhra Pradesh, Guntur",1990,28,65,700,3.0,22
"Andhra Pradesh, Guntur",1991,25,80,1200,2.0,18
"Andhra Pradesh, Guntur",1991,22,70,800,2.5,20
"Andhra Pradesh, Guntur",1991,20,60,600,1.5,16
"Andhra Pradesh, Guntur",1991,28,65,700,3.0,22
"Andhra Pradesh, Guntur",1992,25,80,1200,2.0,18
"Andhra Pradesh, Guntur",1992,22,70,800,2.5,20
"Andhra Pradesh, Guntur",1992,20,60,600,1.5,16
"Andhra Pradesh, Guntur",1992,28,65,700,3.0,22
"Andhra Pradesh, Guntur",1993,25,80,1200,2.0,18
"Andhra Pradesh, Guntur",1993,22,70,800,2.5,20
"Andhra Pradesh, Guntur",1993,20,60,600,1.5,16
"Andhra Pradesh, Guntur",1993,28,65,700,3.0,22
"Andhra Pradesh, Guntur",1994,25,80,1200,2.0,18
"Andhra Pradesh, Guntur",1994,22,70,800,2.5,20
"Andhra Pradesh, Guntur",1994,20,60,600,1.5,16
"Andhra Pradesh, Guntur",1994,28,65,700,3.0,22
"Andhra Pradesh, Guntur",1995,25,80,1200,2.0,18
"Andhra Pradesh, Guntur",1995,22,70,800,2.5,20
